gene_id,gene,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name,FPKM of control-1,FPKM of control-2,FPKM of control-3,FPKM of Flu30d-Amor-1,FPKM of Flu30d-Amor-2
yejG,yejG,uncharacterized protein,,NC_000913.3:2277892-2278237,-,-,-,-,-,-,-,234.926,208.551,183.425,103.334,90.2333
yejH,yejH,putative ATP-dependent DNA or RNA helicase,putative ATP-dependent helicase,NC_000913.3:2280631-2282392,16130122,"(INFORMATION STORAGE AND PROCESSING) [K] Transcription; [L] Replication, recombination and repair",[COG1061] Superfamily II DNA or RNA helicase,945529,NP_416689.1,586,putative ATP-dependent DNA or RNA helicase,6.62018,6.97154,6.36129,4.70326,4.98202
yejK,yejK,spermidine nucleoid-associated protein,protein present in spermidine nucleoids,NC_000913.3:2282939-2283947,16130124,(POORLY CHARACTERIZED) [S] Function unknown,[COG3081] Nucleoid-associated protein YejK (function unknown),946690,NP_416691.1,335,spermidine nucleoid-associated protein,27.6118,29.759,24.3653,24.1364,28.4909
yejL,yejL,UPF0352 family protein,,NC_000913.3:2284128-2284356,16130125,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3082] Uncharacterized conserved protein YejL, UPF0352 family",946694,NP_416692.1,75,UPF0352 family protein,45.5661,57.6655,26.0901,40.5678,34.8129
yejM,yejM,essential inner membrane DUF3413 domain-containing protein%3B lipid A production and membrane permeability factor,putative sulfatase,NC_000913.3:2284375-2286136,16130126,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,"[COG3083] Membrane-anchored periplasmic protein YejM, alkaline phosphatase superfamily",946685,NP_416693.1,586,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,17.1634,20.0067,13.9228,13.2828,13.7599
yejO,yejO,,pseudogene%2C autotransporter outer membrane homology%3Bputative transport%3B Not classified~putative ATP-binding component of a transport system,NC_000913.3:2286389-2290081,-,-,-,-,-,-,-,8.76936,7.02369,10.204,7.76327,6.70783
yfaA,yfaA,DUF2138 family protein%2C putative host defense protein,,NC_000913.3:2329797-2336644,90111405,(POORLY CHARACTERIZED) [S] Function unknown,"[COG4685] Uncharacterized conserved protein YfaA, DUF2138 family",946618,NP_416733.4,562,"DUF2138 family protein, putative host defense protein",3.77797,3.2595,2.38807,2.54374,2.5675
yfaD,yfaD,transposase_31 family protein,,NC_000913.3:2356903-2357803,16130179,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG5464] Predicted transposase YdaD,946737,NP_416747.1,299,transposase_31 family protein,2.96047,2.73679,4.16448,4.36915,4.47383
yfaE,yfaE,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,,NC_000913.3:2347383-2348768,16130171,(METABOLISM) [C] Energy production and conversion,[COG1018] Ferredoxin-NADP reductase,946729,NP_416739.1,84,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,10.496,15.9263,17.3756,30.1346,28.9711
yfaH,yfaH,,pseudogene,NC_000913.3:2349650-2349893,-,-,-,-,-,-,-,116.755,90.5168,36.2791,18.501,11.7626
yfaL,yfaL,adhesin,putative ATP-binding component of a transport system,NC_000913.3:2340416-2344169,16130168,"(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis; [U] Intracellular trafficking, secretion, and vesicular transport","[COG3468] Type V secretory pathway, adhesin AidA",946595,NP_416736.1,1250,adhesin,3.82087,3.03378,5.82303,4.924,5.13067
yfaP,yfaP,DUF2135 family protein%2C putative host defense protein,,NC_000913.3:2327366-2328143,16130162,(POORLY CHARACTERIZED) [S] Function unknown,"[COG4676] Uncharacterized conserved protein YfaP, DUF2135 family",946728,NP_416729.1,258,"DUF2135 family protein, putative host defense protein",1.18428,1.26259,1.97877,2.1513,2.58515
yfaQ,yfaQ,tandem DUF2300 domain protein%2C putative host defense protein,,NC_000913.3:2328147-2329797,16130163,(POORLY CHARACTERIZED) [S] Function unknown,"[COG5445] Uncharacterized conserved protein YfaQ, DUF2300 domain",946730,NP_416730.1,549,"tandem DUF2300 domain protein, putative host defense protein",1.69384,1.35884,2.83767,2.49935,2.33755
yfaS,yfaS,,pseudogene%2C bacterial alpha2-macroglobulin YfaS variant family~putative membrane protein,NC_000913.3:2329797-2336644,-,-,-,-,-,-,-,1.86548,1.61146,2.9503,2.64069,1.90239
yfaT,yfaT,DUF1175 family protein%2C putative host defense protein,,NC_000913.3:2329797-2336644,90111404,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3234] Uncharacterized conserved protein YfaT, DUF1175 family",946622,NP_416732.4,207,"DUF1175 family protein, putative host defense protein",0.849012,1.00756,2.08087,1.96944,1.93321
yfaY,yfaY,inactive PncC family protein,,NC_000913.3:2362430-2363633,16130184,(METABOLISM) [H] Coenzyme transport and metabolism,[COG1546] Nicotinamide mononucleotide (NMN) deamidase PncC,945478,NP_416752.1,400,inactive PncC family protein,15.1201,16.5768,18.9967,23.9004,24.9497
yfaZ,yfaZ,outer membrane protein%2C putative porin,,NC_000913.3:2363732-2364275,-,-,-,-,-,-,-,2.79474,2.44173,4.37578,5.86322,6.04404
yfbK,yfbK,Von Willebrand factor domain putative lipoprotein,,NC_000913.3:2383994-2385722,16130205,(POORLY CHARACTERIZED) [R] General function prediction only,[COG2304] Secreted protein containing bacterial Ig-like domain and vWFA domain,946743,NP_416773.1,575,Von Willebrand factor domain putative lipoprotein,2.03864,2.41691,3.02304,2.37482,3.06859
yfbL,yfbL,putative M28A family peptidase,putative aminopeptidase,NC_000913.3:2385859-2386831,90111413,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones","[COG2234] Zn-dependent amino- or carboxypeptidase, M28 family",945832,NP_416774.2,323,putative M28A family peptidase,0.414956,0.575537,2.45013,1.22477,1.95831
yfbM,yfbM,DUF1877 family protein,,NC_000913.3:2386933-2387437,-,-,-,-,-,-,-,10.1601,4.22922,3.75081,3.87118,6.93197
yfbN,yfbN,uncharacterized protein,,NC_000913.3:2387709-2388426,-,-,-,-,-,-,-,0.201905,0.279738,1.15429,1.19206,1.03233
yfbO,yfbO,uncharacterized protein,,NC_000913.3:2388634-2389057,-,-,-,-,-,-,-,0.858767,0.790231,0.491671,0.317047,1.72653
yfbP,yfbP,TPR-like repeats-containing protein,,NC_000913.3:2389115-2389964,-,-,-,-,-,-,-,3.26188,1.95965,2.42351,2.40706,1.75705
yfbR,yfbR,5'-nucleotidase,putative alpha helix protein,NC_000913.3:2408861-2409461,16130226,(METABOLISM) [F] Nucleotide transport and metabolism; [R] General function prediction only,[COG1896] 5'-deoxynucleotidase YfbR and related HD superfamily hydrolases,946771,NP_416794.1,199,5\'-nucleotidase,11.7703,14.0495,10.8296,12.4649,10.4943
yfbS,yfbS,putative transporter,putative transport protein,NC_000913.3:2409519-2411352,16130227,(METABOLISM) [P] Inorganic ion transport and metabolism,"[COG0490] K+/H+ antiporter YhaU, regulatory subunit KhtT",946766,NP_416795.1,610,putative transporter,62.3432,46.1415,85.6391,66.2717,68.0943
yfbT,yfbT,sugar phosphatas,putative phosphatase,NC_000913.3:2411438-2412089,90111414,(METABOLISM) [G] Carbohydrate transport and metabolism; [R] General function prediction only,"[COG0637] Beta-phosphoglucomutase or related phosphatase, HAD superfamily",946777,NP_416796.2,216,sugar phosphatas,31.5113,30.1502,28.8303,53.7873,61.535
yfbU,yfbU,UPF0304 family protein,,NC_000913.3:2412099-2412594,90111415,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3013] Uncharacterized protein YfbU, UPF0304 family",946767,NP_416797.2,164,UPF0304 family protein,27.0967,24.3513,35.2495,57.1537,67.5668
yfbV,yfbV,UPF0208 family inner membrane protein,,NC_000913.3:2412676-2413132,16130230,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3092] Uncharacterized membrane protein YfbV, UPF0208 family",946774,NP_416798.1,151,UPF0208 family inner membrane protein,80.8244,84.0868,63.5026,51.5103,46.5398
yfcA,yfcA,TauE/TSUP family inner membrane protein,putative structural protein,NC_000913.3:2444202-2446384,16130262,(POORLY CHARACTERIZED) [S] Function unknown,[COG0730] Uncharacterized membrane protein YfcA,946808,NP_416830.1,269,TauE/TSUP family inner membrane protein,11.8446,13.9819,9.98206,6.50775,9.80925
yfcC,yfcC,putative inner membrane transporter%3B C4-dicarboxylate anaerobic carrier family protein,putative S-transferase,NC_000913.3:2417080-2418601,90111416,(POORLY CHARACTERIZED) [R] General function prediction only,"[COG1288] Uncharacterized membrane protein YfcC, ion transporter superfamily",946780,NP_416801.2,506,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,3.6681,2.9372,3.57806,6.62889,4.46904
yfcD,yfcD,putative NUDIX hydrolase,putative regulator,NC_000913.3:2418633-2419176,16130234,(METABOLISM) [I] Lipid transport and metabolism,[COG1443] Isopentenyldiphosphate isomerase,946783,NP_416802.1,180,putative NUDIX hydrolase,26.1823,28.7581,23.057,29.3161,19.1395
yfcE,yfcE,phosphodiesterase activity on bis-pNPP,,NC_000913.3:2419233-2419788,49176208,(POORLY CHARACTERIZED) [R] General function prediction only,[COG0622] Predicted phosphodiesterase,946755,NP_416803.3,184,phosphodiesterase activity on bis-pNPP,33.9382,38.0112,24.9616,24.42,24.2407
yfcF,yfcF,glutathione S-transferase,,NC_000913.3:2419840-2420485,16130236,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0625] Glutathione S-transferase,946749,NP_416804.1,214,glutathione S-transferase,5.4525,6.3189,7.03196,4.79489,5.54442
yfcG,yfcG,GSH-dependent disulfide bond oxidoreductase,putative S-transferase,NC_000913.3:2420620-2421268,16130237,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0625] Glutathione S-transferase,946763,NP_416805.1,215,GSH-dependent disulfide bond oxidoreductase,2.99765,3.19323,3.95572,1.3615,0.787111
yfcH,yfcH,putative NAD-dependent nucleotide-sugar epimerase,putative sugar nucleotide epimerase,NC_000913.3:2421707-2422601,16130239,(POORLY CHARACTERIZED) [R] General function prediction only,[COG1090] NAD dependent epimerase/dehydratase family enzyme,946784,NP_416807.1,297,putative NAD-dependent nucleotide-sugar epimerase,39.4904,40.6801,35.8637,54.6671,75.7293
yfcI,yfcI,transposase_31 family protein,,NC_000913.3:2422648-2423539,16130240,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG5464] Predicted transposase YdaD,946787,NP_416808.1,296,transposase_31 family protein,10.2206,6.03827,4.39164,4.30972,2.52607
yfcJ,yfcJ,putative arabinose efflux transporter,putative transport protein,NC_000913.3:2437949-2440120,16130257,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG2814] Predicted arabinose efflux permease, MFS family",946791,NP_416825.1,392,putative arabinose efflux transporter,1.10157,1.98717,2.2655,1.95068,1.86892
yfcL,yfcL,uncharacterized protein,,NC_000913.3:2443890-2444169,-,-,-,-,-,-,-,24.0393,24.1006,19.9913,29.2384,25.448
yfcO,yfcO,DUF2544 family putative outer membrane protein,,NC_000913.3:2449227-2450049,-,-,-,-,-,-,-,26.2293,23.6911,24.7432,18.7921,18.1031
yfcP,yfcP,putative fimbrial-like adhesin protein,putative fimbrial-like protein,NC_000913.3:2450050-2452336,16130268,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG3539] Pilin (type 1 fimbria component protein),946788,NP_416836.1,179,putative fimbrial-like adhesin protein,0.444778,1.09379,4.07132,1.96994,2.87713
yfcQ,yfcQ,putative fimbrial-like adhesin protein,,NC_000913.3:2450050-2452336,16130269,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG3539] Pilin (type 1 fimbria component protein),946779,NP_416837.1,162,putative fimbrial-like adhesin protein,0.856956,1.42141,1.37314,1.7714,2.15698
yfcR,yfcR,putative fimbrial-like adhesin protein,putative fimbrial protein,NC_000913.3:2450050-2452336,16130270,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG3539] Pilin (type 1 fimbria component protein),946818,NP_416838.1,170,putative fimbrial-like adhesin protein,0.638678,1.03033,4.38529,2.12165,2.91953
yfcS,yfcS,putative periplasmic pilin chaperone,putative chaperone,NC_000913.3:2450050-2452336,16130271,(CELLULAR PROCESSES AND SIGNALING) [W] Extracellular structures,"[COG3121] P pilus assembly protein, chaperone PapD",946418,NP_416839.1,250,putative periplasmic pilin chaperone,0.8532,0.262744,2.60121,0.699609,1.93765
yfcU,yfcU,,pseudogene%2C FimD fimbrial export usher family%3Bputative membrane%3B Not classified~putative outer membrane protein,NC_000913.3:2452355-2455001,-,-,-,-,-,-,-,5.18565,4.17611,5.58713,3.62598,3.12661
yfcV,yfcV,putative fimbrial-like adhesin protein,putative fimbrial-like protein,NC_000913.3:2455082-2455646,16130272,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG3539] Pilin (type 1 fimbria component protein),949109,NP_416841.1,187,putative fimbrial-like adhesin protein,0.139403,0.257188,1.1164,0.823194,0.635979
yfcZ,yfcZ,UPF0381 family protein,,NC_000913.3:2460649-2460934,90111421,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3691] Uncharacterized conserved protein YfcZ, UPF0381/DUF406 family",948817,NP_416845.2,94,UPF0381 family protein,470.637,455.023,411.173,216.435,205.947
yfdC,yfdC,putative inner membrane protein,putative transport protein,NC_000913.3:2465300-2466233,16130280,(METABOLISM) [P] Inorganic ion transport and metabolism,"[COG2116] Formate/nitrite transporter FocA, FNT family",944801,NP_416849.1,310,putative inner membrane protein,2.8337,3.29166,4.89941,2.89523,3.37532
yfdE,yfdE,acetyl-CoA:oxalate CoA-transferase,putative enzyme,NC_000913.3:2488022-2489168,162135906,(METABOLISM) [I] Lipid transport and metabolism,[COG1804] Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases,946432,NP_416872.4,381,acetyl-CoA:oxalate CoA-transferase,1.02467,0.315954,1.69113,0.840057,2.12516
yfdF,yfdF,uncharacterized protein,,NC_000913.3:2463011-2464070,-,-,-,-,-,-,-,1.18654,1.2129,0.999049,0.921587,0.918912
yfdK,yfdK,CPS-53 (KpLE1) prophage%3B conserved protein,,NC_000913.3:2470814-2471517,-,-,-,-,-,-,-,4.01725,4.25303,2.29968,2.37287,1.15229
yfdL,yfdL,,pseudogene%2C CPS-53 (KpLE1) prophage%3BPhage or Prophage Related,NC_000913.3:2471543-2473585,-,-,-,-,-,-,-,0.134385,0.867904,2.61349,1.3887,1.68516
yfdM,yfdM,,CPS-53 (KpLE1) prophage%3B putative methyltransferase%3BPhage or Prophage Related,NC_000913.3:2471543-2473585,-,-,-,-,-,-,-,0.0,1.39055,3.49492,1.50092,1.19603
yfdN,yfdN,CPS-53 (KpLE1) prophage%3B uncharacterized protein,,NC_000913.3:2471543-2473585,-,-,-,-,-,-,-,0.336605,0.155104,1.9262,1.73946,2.30997
yfdP,yfdP,CPS-53 (KpLE1) prophage%3B uncharacterized protein,,NC_000913.3:2473603-2473966,-,-,-,-,-,-,-,1.94893,1.5341,3.5087,1.2337,3.53905
yfdQ,yfdQ,CPS-53 (KpLE1) prophage%3B uncharacterized protein,,NC_000913.3:2474031-2474856,16130292,(POORLY CHARACTERIZED) [S] Function unknown,"[COG5532] Uncharacterized conserved protein YfdQ, DUF2303 family",946827,NP_416861.1,274,CPS-53 (KpLE1) prophage; uncharacterized protein,0.929503,0.859024,1.44888,0.997708,1.62951
yfdR,yfdR,CPS-53 (KpLE1) prophage%3B conserved protein,,NC_000913.3:2474983-2476178,90111424,(METABOLISM) [F] Nucleotide transport and metabolism; [R] General function prediction only,[COG1896] 5'-deoxynucleotidase YfbR and related HD superfamily hydrolases,946834,NP_416862.2,178,CPS-53 (KpLE1) prophage; conserved protein,0.597784,0.0,1.02599,1.10317,1.36494
yfdS,yfdS,CPS-53 (KpLE1) prophage%3B uncharacterized protein,,NC_000913.3:2474983-2476178,-,-,-,-,-,-,-,0.278419,0.0,1.59486,0.411232,1.28693
yfdT,yfdT,CPS-53 (KpLE1) prophage%3B uncharacterized protein,,NC_000913.3:2474983-2476178,-,-,-,-,-,-,-,1.1589,2.12143,3.09928,2.85297,0.900895
yfdV,yfdV,putative transporter,putative receptor protein,NC_000913.3:2489241-2490186,16130304,(POORLY CHARACTERIZED) [R] General function prediction only,[COG0679] Predicted permease,949110,NP_416873.1,314,putative transporter,0.28618,0.264597,2.12592,1.05586,1.62107
yfdX,yfdX,uncharacterized protein,,NC_000913.3:2493766-2494402,-,-,-,-,-,-,-,0.354645,0.545634,2.43367,2.26852,2.01821
yfdY,yfdY,DUF2545 family putative inner membrane protein,,NC_000913.3:2495049-2495292,-,-,-,-,-,-,-,48.1531,40.7625,86.9186,90.5577,122.331
yfeA,yfeA,putative diguanylate cyclase,,NC_000913.3:2515642-2517832,90111428,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG2200] EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)",946864,NP_416896.4,729,putative diguanylate cyclase,3.72825,3.42663,4.88868,4.36002,4.8285
yfeC,yfeC,DUF1323 family putative DNA-binding protein,,NC_000913.3:2518466-2518811,-,-,-,-,-,-,-,92.2596,86.0552,50.0568,33.3918,41.755
yfeD,yfeD,DUF1323 family putative DNA-binding protein,,NC_000913.3:2518812-2519205,-,-,-,-,-,-,-,108.146,105.446,41.9363,36.1699,34.9116
yfeH,yfeH,putative inorganic ion transporter,putative cytochrome oxidase,NC_000913.3:2526945-2528159,16130336,(POORLY CHARACTERIZED) [R] General function prediction only,[COG0385] Predicted Na+-dependent transporter,946874,NP_416905.1,332,putative inorganic ion transporter,16.0626,15.5962,17.8206,9.77819,10.3072
yfeK,yfeK,uncharacterized protein,,NC_000913.3:2537341-2537716,-,-,-,-,-,-,-,14.4568,11.3507,6.92542,3.10581,4.54981
yfeN,yfeN,putative outer membrane protein,putative sugar hydrolase,NC_000913.3:2525126-2525891,-,-,-,-,-,-,-,1.76534,1.37349,2.65556,2.33129,1.47678
yfeO,yfeO,putative ion channel protein,,NC_000913.3:2509629-2510886,16130321,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG0038] H+/Cl- antiporter ClcA,946854,NP_416890.1,418,putative ion channel protein,18.6201,17.5116,9.05866,7.54856,8.55972
yfeR,yfeR,transcriptional regulator of yefH,putative transcriptional regulator LYSR-type,NC_000913.3:2525929-2526856,16130335,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG0583] DNA-binding transcriptional regulator, LysR family",946873,NP_416904.1,308,transcriptional regulator of yefH,4.17406,3.72363,5.35636,5.18748,3.31902
