antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mraZ,mraZ,35.24686,-0.23426661330340703,0.8501170419965077,0.42703432008995457,0.6221062804451825,0.048290645374808636,BH_from_pvalue,RsmH methytransferase inhibitor,,NC_000913.3:89633-90092,16128074,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis","[COG2001] MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity",944810,NP_414623.1,152,RsmH methytransferase inhibitor
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,grxA,grxA,40.02376,-0.46944141080760815,0.7222441854027422,0.6360140541924846,0.7898283317335959,0.048102390048564786,BH_from_pvalue,glutaredoxin 1%2C redox coenzyme for ribonucleotide reductase (RNR1a),glutaredoxin1 redox coenzyme for glutathione-dependent ribonucleotide reductase,NC_000913.3:890495-890753,16128817,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0695] Glutaredoxin,945479,NP_415370.1,85,"glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,can,can,58.81774,-0.28697255937954136,0.819620196983995,0.4995783557077309,0.6805494411581544,0.04796468491938328,BH_from_pvalue,carbonic anhydrase,putative carbonic anhdrase,NC_000913.3:142007-142670,16128119,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG0288] Carbonic anhydrase,944832,NP_414668.1,220,carbonic anhydrase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mdtN,mdtN,1.7013839999999998,0.291178360094682,1.2236393100602023,0.5062043098428647,0.6845356174729306,0.04792910820048054,BH_from_pvalue,membrane fusion protein of efflux pump,putative membrane protein,NC_000913.3:4299563-4304109,16131908,(CELLULAR PROCESSES AND SIGNALING) [V] Defense mechanisms,[COG1566] Multidrug resistance efflux pump,948598,NP_418506.1,343,membrane fusion protein of efflux pump
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,tgt,tgt,26.2728,0.11846568898857335,1.0855797307095365,0.19058529487715936,0.3946445268805179,0.04783572444711891,BH_from_pvalue,tRNA-guanine transglycosylase,,NC_000913.3:426136-427264,16128391,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG0343] Queuine/archaeosine tRNA-ribosyltransferase,949130,NP_414940.1,375,tRNA-guanine transglycosylase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ompG,ompG,1.130213,0.2345743309075311,1.176559540542079,0.43105313175378135,0.6252847499824497,0.047834904980947654,BH_from_pvalue,outer membrane porin G,outer membrane protein,NC_000913.3:1381946-1382852,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ygbE,ygbE,5.02258,-0.25600424386240617,0.8374040241793215,0.45853306751076595,0.6504195553161823,0.04782323370284311,BH_from_pvalue,DUF3561 family inner membrane protein,putative cytochrome oxidase subunit,NC_000913.3:2873013-2873337,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ldcA,ldcA,12.413812,-0.23287390026533306,0.850938103075911,0.428433999541764,0.6233294659999782,0.04780489979439463,BH_from_pvalue,murein tetrapeptide carboxypeptidase%3B LD-carboxypeptidase A,,NC_000913.3:1242165-1243080,16129155,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG1619] Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling),945756,NP_415710.1,304,murein tetrapeptide carboxypeptidase; LD-carboxypeptidase A
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yfcV,yfcV,0.5944328,0.2549475425658023,1.193292353270631,0.458646265208483,0.6504195553161823,0.047625835127338464,BH_from_pvalue,putative fimbrial-like adhesin protein,putative fimbrial-like protein,NC_000913.3:2455082-2455646,16130272,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG3539] Pilin (type 1 fimbria component protein),949109,NP_416841.1,187,putative fimbrial-like adhesin protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,waaR,waaR,7.118595999999999,0.2286047390048198,1.1717012239723559,0.42429168276756624,0.6197331271919964,0.047502987686756606,BH_from_pvalue,lipopolysaccharide 1%2C2-glucosyltransferase%3B UDP-glucose:(glucosyl)LPS alpha-1%2C2-glucosyltransferase,,NC_000913.3:3800982-3801999,16131497,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,"[COG1442] Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase",948142,NP_418083.1,338,"lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,purR,purR,20.55522,-0.2354211696958668,0.8494369846020475,0.4348235234167505,0.6287217688377309,0.04744713623596873,BH_from_pvalue,transcriptional repressor%2C hypoxanthine-binding,transcriptional repressor for pur regulon%2C glyA%2C glnB%2C prsA%2C speA,NC_000913.3:1737843-1739798,16129616,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1609] DNA-binding transcriptional regulator, LacI/PurR family",945226,NP_416175.1,341,"transcriptional repressor, hypoxanthine-binding"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hofC,hofC,3.062846,-0.2837444862073135,0.8214561748758056,0.4988839320774024,0.6805494411581544,0.047425143741866564,BH_from_pvalue,assembly protein in type IV pilin biogenesis%2C transmembrane protein,putative integral membrane protein involved in biogenesis of fimbriae%2C protein transport%2C DNA uptake,NC_000913.3:114521-117099,16128099,"(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [U] Intracellular trafficking, secretion, and vesicular transport; [W] Extracellular structures","[COG1459] Type II secretory pathway, component PulF",945806,NP_414648.1,400,"assembly protein in type IV pilin biogenesis, transmembrane protein"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,srlM,srlM,5.0101379999999995,0.3204378142793849,1.2487094369280543,0.5385016632575876,0.7116693760728945,0.04733562570228461,BH_from_pvalue,sorbitol%3Dresponsive srl operon transcriptional activator,glucitol operon activator,NC_000913.3:2828620-2828980,16130613,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,[COG4578] DNA-binding transcriptional regulator of glucitol operon,948938,NP_417186.1,119,sorbitol=responsive srl operon transcriptional activator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dauA,dauA,8.911995999999998,0.16880613095958807,1.124127853576194,0.31405556944705215,0.5243074614441245,0.04733559595464488,BH_from_pvalue,C4-dicarboxylic acid transporter,putative sulfate transporter,NC_000913.3:1259123-1260803,90111235,(METABOLISM) [P] Inorganic ion transport and metabolism,"[COG0659] Sulfate permease or related transporter, MFS superfamily",945770,NP_415724.2,559,C4-dicarboxylic acid transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,trpB,trpB,30.962759999999996,0.18455335030834252,1.1364650760264632,0.34733467792602507,0.5540429903714309,0.047329912807258824,BH_from_pvalue,tryptophan synthase%2C beta subunit,tryptophan synthase%2C beta protein,NC_000913.3:1316415-1318415,16129222,(METABOLISM) [E] Amino acid transport and metabolism,[COG0133] Tryptophan synthase beta chain,945768,NP_415777.1,397,"tryptophan synthase, beta subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mltC,mltC,5.518778,0.2049988086954011,1.1526853949691704,0.38412062688533566,0.5885858157251597,0.047188718440536445,BH_from_pvalue,membrane-bound lytic murein transglycosylase C,,NC_000913.3:3104432-3105512,90111520,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG0741] Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),945428,NP_417438.2,359,membrane-bound lytic murein transglycosylase C
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,cspC,cspC,2081.078,-0.35187439108412377,0.7835654054666435,0.5680205955815465,0.7344354482097859,0.04716748470606043,BH_from_pvalue,stress protein%2C member of the CspA-family,cold shock protein,NC_000913.3:1907225-1907435,16129777,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1278] Cold shock protein, CspA family",946339,NP_416337.1,69,"stress protein, member of the CspA-family"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ilvH,ilvH,6.996162,0.21694144739650278,1.162266935292449,0.40501072972206675,0.6063986735695494,0.047128741273690204,BH_from_pvalue,acetolactate synthase 3%2C small subunit%2C valine-sensitive,acetolactate synthase III%2C valine sensitive%2C small subunit,NC_000913.3:87356-87848,16128071,(METABOLISM) [E] Amino acid transport and metabolism,"[COG0440] Acetolactate synthase, small subunit",947267,NP_414620.1,163,"acetolactate synthase 3, small subunit, valine-sensitive"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rutB,rutB,1.5345744,0.25899051384435823,1.1966410949282167,0.4718925042638555,0.658197528592312,0.04704400885681398,BH_from_pvalue,ureidoacrylate amidohydrolase,,NC_000913.3:1072170-1074011,90111203,(METABOLISM) [H] Coenzyme transport and metabolism; [R] General function prediction only,[COG1335] Nicotinamidase-related amidase,945699,NP_415531.2,230,ureidoacrylate amidohydrolase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,uspE,uspE,480.6482,0.1740461253782417,1.1282182079067578,0.32681366667402956,0.536771036659672,0.04702916471730821,BH_from_pvalue,stress-induced protein,,NC_000913.3:1397671-1398622,16129294,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG0589] Nucleotide-binding universal stress protein,  UspA family",945904,NP_415849.1,316,stress-induced protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mnmG,mnmG,15.63392,0.1966474253391679,1.1460320771558565,0.37265935140267104,0.5768704563437731,0.04698333761276424,BH_from_pvalue,5-methylaminomethyl-2-thiouridine modification at tRNA U34,glucose-inhibited division%3B chromosome replication?,NC_000913.3:3923743-3925633,16131609,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG0445] tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA,948248,NP_418197.1,629,5-methylaminomethyl-2-thiouridine modification at tRNA U34
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,crp,crp,384.5842,-0.12078654297237357,0.9196861102092713,0.20446516205284557,0.40874670025113086,0.046931096758645874,BH_from_pvalue,cAMP-activated global transcription factor%2C mediator of catabolite repression,cyclic AMP receptor protein,NC_000913.3:3486119-3486752,16131236,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,[COG0664] cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,947867,NP_417816.1,210,"cAMP-activated global transcription factor, mediator of catabolite repression"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,atoD,atoD,1.541225,0.2201234271511141,1.164833237395393,0.41168171806634163,0.6129134694778833,0.046798424288303275,BH_from_pvalue,acetyl-CoA:acetoacetyl-CoA transferase%2C alpha subunit,acetyl-CoA:acetoacetyl-CoA transferase alpha subunit,NC_000913.3:2323446-2326078,16130158,(METABOLISM) [I] Lipid transport and metabolism,"[COG1788] Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit",947525,NP_416725.1,220,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,elbB,elbB,73.57226,0.17459308423589093,1.1286460224592234,0.3319275686346574,0.540505316591622,0.04665127731479649,BH_from_pvalue,isoprenoid biosynthesis protein with amidotransferase-like domain,sigma cross-reacting protein 27A (SCRP-27A),NC_000913.3:3348451-3350459,90111557,"(METABOLISM) [Q] Secondary metabolites biosynthesis, transport and catabolism",[COG3155] Enhancing lycopene biosynthesis protein 2,947903,NP_417676.2,217,isoprenoid biosynthesis protein with amidotransferase-like domain
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,setC,setC,1.0011006,-0.10980965031593981,0.9267103243061177,0.1723563212920616,0.37614232470208736,0.046630425949369905,BH_from_pvalue,putative arabinose efflux transporter,two-module transport protein,NC_000913.3:3836952-3838137,16131529,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG2814] Predicted arabinose efflux permease, MFS family",948177,NP_418115.1,394,putative arabinose efflux transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sxy,sxy,13.526019999999999,0.2514852058877133,1.1904319939975947,0.46148764632959766,0.6526424687905932,0.04660641258771384,BH_from_pvalue,CRP-S-dependent promoter expression factor,,NC_000913.3:1021137-1023883,16128926,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG3070] Transcriptional regulator of competence genes, TfoX/Sxy family",946504,NP_415479.1,209,CRP-S-dependent promoter expression factor
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hyfF,hyfF,2.4420119999999996,0.17350942080750875,1.1277985715772085,0.32986849142324315,0.5391755966770893,0.04654733282682013,BH_from_pvalue,hydrogenase 4%2C membrane subunit,hydrogenase 4 membrane subunit,NC_000913.3:2606916-2610154,16130411,(METABOLISM) [C] Energy production and conversion; [P] Inorganic ion transport and metabolism,"[COG0651] Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",946962,NP_416981.1,526,"hydrogenase 4, membrane subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hyaE,hyaE,33.80478,-0.4227538870358849,0.7459992643762492,0.6190585754968315,0.7761331394288634,0.046529887692012224,BH_from_pvalue,putative HyaA chaperone,processing of HyaA and HyaB proteins,NC_000913.3:1035065-1037606,16128942,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones","[COG1999] Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family",945573,NP_415495.1,132,putative HyaA chaperone
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,proY,proY,8.615202,-0.12766354655068612,0.9153126049023177,0.2253519938819287,0.43225638809235095,0.04650254215806081,BH_from_pvalue,proline-specific permease,proline permease transport protein,NC_000913.3:420985-422359,16128387,(METABOLISM) [E] Amino acid transport and metabolism,[COG1113] L-asparagine transporter and related permeases,945050,NP_414936.1,457,proline-specific permease
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rhtC,rhtC,22.36972,-0.27583321681071826,0.8259731462877723,0.49496949522431044,0.6788675886440635,0.04639926400732365,BH_from_pvalue,threonine efflux pump,amino acid exporter (threonine)~threonine efflux protein (RhtB family),NC_000913.3:4007756-4008377,49176421,(METABOLISM) [E] Amino acid transport and metabolism,[COG1280] Threonine/homoserine/homoserine lactone efflux protein,948317,YP_026264.1,206,threonine efflux pump
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yhjG,yhjG,3.2260900000000006,0.25386694061491366,1.1923988926220053,0.46840013435541084,0.6572068698866338,0.046279411540859954,BH_from_pvalue,putative inner membrane-anchored periplasmic AsmA family protein,,NC_000913.3:3676289-3678350,226524754,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG2982] Uncharacterized protein involved in outer membrane biogenesis,948043,NP_417981.2,686,putative inner membrane-anchored periplasmic AsmA family protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yfgF,yfgF,1.821488,0.23173919569242307,1.1742496761353953,0.4376359407727798,0.6315576039936517,0.04625213816447236,BH_from_pvalue,cyclic-di-GMP phosphodiesterase%2C anaerobic,putative cytochrome C-type biogenesis protein,NC_000913.3:2626694-2628938,16130428,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG2200] EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)",946968,NP_416998.1,747,"cyclic-di-GMP phosphodiesterase, anaerobic"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dnaA,dnaA,33.87984,-0.28065693310784745,0.8232160793719451,0.5063287934273046,0.6845356174729306,0.04619723975973696,BH_from_pvalue,chromosomal replication initiator protein DnaA%2C DNA-binding transcriptional dual regulator,DNA biosynthesis%3B initiation of chromosome replication%3B can be transcription regulator,NC_000913.3:3882325-3883729,16131570,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0593] Chromosomal replication initiation ATPase DnaA,948217,NP_418157.1,467,"chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator"
